gene,direction,valence
spp1,DOWN,-2.690736855
nt5dc2,DOWN,-2.4790521
44085,DOWN,-2.456187036
eif5a,DOWN,-2.370103711
ehd1,DOWN,-2.354348805
carhsp1,DOWN,-2.331911372
cd44,DOWN,-2.306683099
emp1,DOWN,-2.268737104
psat1,DOWN,-2.248942646
gnb1,DOWN,-2.24036797
slc11a2,DOWN,-2.210889592
bzw2,DOWN,-2.20824913
anapc5,DOWN,-2.204875101
cfl1,DOWN,-2.194869989
ldha,DOWN,-2.18577815
stx6,DOWN,-2.173013996
rnf4,DOWN,-2.146113848
hmgn1,DOWN,-2.136017606
ywhae,DOWN,-2.135422847
vim,DOWN,-2.131740384
pdap1,DOWN,-2.071650438
mllt11,DOWN,-2.070772676
map1lc3b,DOWN,-2.065345842
cplx2,DOWN,-2.0608917
nap1l4,DOWN,-2.054717498
ilf2,DOWN,-2.046532396
ppp2ca,DOWN,-2.033577428
kctd5,DOWN,-1.996923632
g3bp1,DOWN,-1.984999255
gdi1,DOWN,-1.937363483
nono,DOWN,-1.925535404
tsc22d1,DOWN,-1.917737021
cct2,DOWN,-1.913001964
slc39a1,DOWN,-1.91242084
hn1,DOWN,-1.904507039
nip7,DOWN,-1.889443457
eef1a1,DOWN,-1.886304696
odc1,DOWN,-1.884768299
csnk1a1,DOWN,-1.870866622
btf3,DOWN,-1.866091639
pop4,DOWN,-1.843770885
tubb2b,DOWN,-1.836043587
sf3b3,DOWN,-1.833024643
tyms,DOWN,-1.828569178
rufy3,DOWN,-1.823920241
slc7a1,DOWN,-1.82311963
nkiras2,DOWN,-1.822559591
prc1,DOWN,-1.818234187
stmn1,DOWN,-1.809814799
atxn10,DOWN,-1.789200355
apex1,DOWN,-1.789112223
anxa2,DOWN,-1.782764648
coro1c,DOWN,-1.782084189
dap3,DOWN,-1.774301418
ctnnbip1,DOWN,-1.762891525
rps24,DOWN,-1.744949725
hdac2,DOWN,-1.735163078
eif4h,DOWN,-1.71577054
cs,DOWN,-1.711132029
cdk4,DOWN,-1.705735623
pa2g4,DOWN,-1.702346844
gpm6b,DOWN,-1.702255137
lmo4,DOWN,-1.693113299
arf1,DOWN,-1.675969932
ldlr,DOWN,-1.675149799
wdr1,DOWN,-1.671529653
tspan5,DOWN,-1.667587543
ddb1,DOWN,-1.66180105
cct8,DOWN,-1.656726775
nasp,DOWN,-1.656199164
cct7,DOWN,-1.653339088
flot1,DOWN,-1.652493371
hmgcr,DOWN,-1.648641385
diablo,DOWN,-1.64090987
psmb4,DOWN,-1.640493006
sepw1,DOWN,-1.615625826
thra,DOWN,-1.606987983
hdgf,DOWN,-1.599039393
cct5,DOWN,-1.591164497
sar1a,DOWN,-1.59103234
ppp2r1a,DOWN,-1.568247096
psmd2,DOWN,-1.567628318
gsto1,DOWN,-1.566411046
raly,DOWN,-1.563972947
rnps1,DOWN,-1.561979925
psmd7,DOWN,-1.556722502
ctsb,DOWN,-1.555483556
igfbp4,DOWN,-1.549210058
psmb7,DOWN,-1.545932752
cdkn1b,DOWN,-1.545831024
ensa,DOWN,-1.526169962
emd,DOWN,-1.525282715
ssr2,DOWN,-1.522288345
ttyh1,DOWN,-1.520507279
ptbp2,DOWN,-1.519433885
pmpca,DOWN,-1.505095532
arf4,DOWN,-1.504621952
lgals3,DOWN,-1.504359004
phb2,DOWN,-1.502739753
eef2,DOWN,-1.499832852
strap,DOWN,-1.488593446
spin1,DOWN,-1.487235276
dhdds,DOWN,-1.484406022
col4a1,DOWN,-1.474020795
nap1l1,DOWN,-1.473518295
lpl,DOWN,-1.470349916
ctnnb1,DOWN,-1.463829012
cuedc2,DOWN,-1.462965607
ran,DOWN,-1.460544127
rpl22,DOWN,-1.460229887
cnbp,DOWN,-1.459661987
gstz1,DOWN,-1.459404956
capns1,DOWN,-1.45924337
tnpo2,DOWN,-1.459158203
msra,DOWN,-1.454652429
hax1,DOWN,-1.453393126
armcx2,DOWN,-1.452178002
ngfrap1,DOWN,-1.450354457
fasn,DOWN,-1.449945406
srm,DOWN,-1.438925006
bap1,DOWN,-1.43853789
cry2,DOWN,-1.437673297
klhdc3,DOWN,-1.434958343
idh1,DOWN,-1.434163223
lancl1,DOWN,-1.434008095
col4a2,DOWN,-1.433947673
txnrd1,DOWN,-1.429101535
prdx2,DOWN,-1.427523659
pcbp2,DOWN,-1.424841291
nup93,DOWN,-1.424408729
aacs,DOWN,-1.419505126
nup62,DOWN,-1.418952126
plk2,DOWN,-1.417245347
tarbp2,DOWN,-1.409023012
ssrp1,DOWN,-1.406628938
nras,DOWN,-1.4042421
anxa6,DOWN,-1.395305101
gabarapl1,DOWN,-1.389620088
atp5c1,DOWN,-1.38039877
fbxw11,DOWN,-1.380362954
atp6v0d1,DOWN,-1.378023848
tollip,DOWN,-1.37772516
stx1a,DOWN,-1.375183936
fbxo21,DOWN,-1.370028494
cirbp,DOWN,-1.369281559
vat1,DOWN,-1.367098745
sin3b,DOWN,-1.366998781
tardbp,DOWN,-1.36486815
rrm1,DOWN,-1.360235208
ube2m,DOWN,-1.356749093
casp3,DOWN,-1.356436378
sdc4,DOWN,-1.355795832
tomm22,DOWN,-1.355762396
ube2g1,DOWN,-1.353819407
zwint,DOWN,-1.352567623
med8,DOWN,-1.350613285
tnfaip1,DOWN,-1.348100233
flot2,DOWN,-1.346631538
ppp2r5b,DOWN,-1.345492874
blcap,DOWN,-1.345471306
actr3,DOWN,-1.343839651
ndufs2,DOWN,-1.342262217
ing4,DOWN,-1.337625129
kif3a,DOWN,-1.336354048
ap2s1,DOWN,-1.336303732
hdac3,DOWN,-1.335907692
kif3c,DOWN,-1.334535628
elk1,DOWN,-1.33153861
trim2,DOWN,-1.330619687
pcna,DOWN,-1.32821106
rad23b,DOWN,-1.32813046
snrpa1,DOWN,-1.324237094
wdr4,DOWN,-1.323000073
arfip2,DOWN,-1.322793458
parp6,DOWN,-1.322695391
mcm4,DOWN,-1.321744198
eif2b4,DOWN,-1.320514685
rbbp7,DOWN,-1.317108477
dctn2,DOWN,-1.316032199
gla,DOWN,-1.315655031
atad3a,DOWN,-1.312764001
ndufb8,DOWN,-1.310430229
hsbp1,DOWN,-1.306897853
poldip2,DOWN,-1.305741325
h1f0,DOWN,-1.301514882
slc7a6,DOWN,-1.295592769
cdk5r1,DOWN,-1.294290276
polr2h,DOWN,-1.292651996
camk2b,DOWN,-1.29120098
ddx56,DOWN,-1.289867778
pbx1,DOWN,-1.288786467
aldh18a1,DOWN,-1.284204064
cdc37,DOWN,-1.284024692
men1,DOWN,-1.282927318
maged1,DOWN,-1.281439903
psmb1,DOWN,-1.28036464
h2afz,DOWN,-1.280067831
actr1a,DOWN,-1.279626171
nipsnap1,DOWN,-1.27804475
gja1,DOWN,-1.276207081
csnk2b,DOWN,-1.276066812
s100a10,DOWN,-1.274469666
cstb,DOWN,-1.274003248
rbm4b,DOWN,-1.273946921
cops5,DOWN,-1.270925294
elovl5,DOWN,-1.270793577
tmem132a,DOWN,-1.270274966
smu1,DOWN,-1.269997662
ilk,DOWN,-1.26693897
maged2,DOWN,-1.265793851
zdhhc3,DOWN,-1.264862691
copz1,DOWN,-1.264462188
faf1,DOWN,-1.262243891
gltscr2,DOWN,-1.260543986
prkar1a,DOWN,-1.255415189
atg12,DOWN,-1.254862556
cdc23,DOWN,-1.251696479
gadd45b,DOWN,-1.250997814
elavl4,DOWN,-1.250080845
smarcd1,DOWN,-1.249993256
psmd13,DOWN,-1.24654253
cdc16,DOWN,-1.243381493
tagln2,DOWN,-1.241333133
ralgds,DOWN,-1.240395496
socs2,DOWN,-1.24034962
arpc5,DOWN,-1.239589765
snrpd3,DOWN,-1.238340679
stk25,DOWN,-1.237449435
banf1,DOWN,-1.237160198
atp5b,DOWN,-1.233378749
rangap1,DOWN,-1.233133549
gabarap,DOWN,-1.231707628
igfbp3,DOWN,-1.229010601
raf1,DOWN,-1.225599962
prpf19,DOWN,-1.225197006
psmd3,DOWN,-1.22298074
sec61a1,DOWN,-1.222119281
itpa,DOWN,-1.220328729
sephs1,DOWN,-1.220163466
cdh5,DOWN,-1.21763616
cd2bp2,DOWN,-1.217164718
ednrb,DOWN,-1.216673797
pebp1,DOWN,-1.215147193
zbtb17,DOWN,-1.21497691
psmb2,DOWN,-1.214411467
sv2a,DOWN,-1.210239992
usp11,DOWN,-1.210022434
ptov1,DOWN,-1.209841144
acat1,DOWN,-1.209153038
rpl41,DOWN,-1.207724441
actr1b,DOWN,-1.203625407
fbln2,DOWN,-1.20118626
fdft1,DOWN,-1.198560492
entpd6,DOWN,-1.196609114
stx12,DOWN,-1.193743161
prmt2,DOWN,-1.192220099
polb,DOWN,-1.187686017
srgap3,DOWN,-1.185999841
glrx,DOWN,-1.185696862
dctn4,DOWN,-1.184532298
dgcr2,DOWN,-1.184288325
rqcd1,DOWN,-1.182789126
tia1,DOWN,-1.182493804
fyn,DOWN,-1.181336203
hint1,DOWN,-1.178241416
slc3a2,DOWN,-1.1759072
ppie,DOWN,-1.175646675
tpi1,DOWN,-1.17557509
ddost,DOWN,-1.174601229
rala,DOWN,-1.17045726
trim37,DOWN,-1.170406573
tmem134,DOWN,-1.170155267
eef1d,DOWN,-1.168848849
pspc1,DOWN,-1.165410545
ercc2,DOWN,-1.165063311
cops8,DOWN,-1.16446473
mmd,DOWN,-1.164443472
psme3,DOWN,-1.161257101
anp32b,DOWN,-1.160170639
tmem2,DOWN,-1.159960622
dpf2,DOWN,-1.157239774
wbp5,DOWN,-1.155770323
atp5a1,DOWN,-1.15485483
lamc1,DOWN,-1.153542529
prdx6,DOWN,-1.151691705
aldh9a1,DOWN,-1.150896204
ilf3,DOWN,-1.150098227
grpel1,DOWN,-1.149167882
ciapin1,DOWN,-1.148475775
nfix,DOWN,-1.145027119
rnd3,DOWN,-1.144150678
map3k12,DOWN,-1.14347373
lrpap1,DOWN,-1.143466228
sap30bp,DOWN,-1.143028491
slc1a4,DOWN,-1.142928356
arpc1a,DOWN,-1.142220192
klhdc2,DOWN,-1.138848011
timm17b,DOWN,-1.137993205
lphn1,DOWN,-1.136796317
ankrd46,DOWN,-1.135684866
rtn1,DOWN,-1.134013197
plxna1,DOWN,-1.133876424
mcm6,DOWN,-1.132340872
prdx4,DOWN,-1.129650233
katnb1,DOWN,-1.128645643
sqle,DOWN,-1.128422479
mdh2,DOWN,-1.128048522
ddx1,DOWN,-1.127127506
tnk2,DOWN,-1.126660428
prmt5,DOWN,-1.12663162
cope,DOWN,-1.126221861
ptn,DOWN,-1.124837791
psmd8,DOWN,-1.124167864
sae1,DOWN,-1.124062803
sec61a2,DOWN,-1.123691586
yeats4,DOWN,-1.123631635
oaz1,DOWN,-1.121480883
psmd4,DOWN,-1.120299979
neo1,DOWN,-1.116412808
cspg4,DOWN,-1.115731917
smarce1,DOWN,-1.115422148
ube2g2,DOWN,-1.113574563
pfdn5,DOWN,-1.111909351
stom,DOWN,-1.108536146
clta,DOWN,-1.107271802
tacc2,DOWN,-1.105528165
wsb2,DOWN,-1.105516523
ppp2r5d,DOWN,-1.104969866
sgta,DOWN,-1.104610729
polr2d,DOWN,-1.101953673
ryk,DOWN,-1.101649064
snd1,DOWN,-1.100662475
tsen34,DOWN,-1.100053181
marcksl1,DOWN,-1.099408196
cyb5r3,DOWN,-1.094994856
mkrn2,DOWN,-1.092668992
lrrc41,DOWN,-1.092599338
ssbp3,DOWN,-1.092346328
gtf2f2,DOWN,-1.091363303
cdc42ep4,DOWN,-1.089719013
pygb,DOWN,-1.089516269
id3,DOWN,-1.087997816
cct4,DOWN,-1.086365453
lin7c,DOWN,-1.085140685
ash2l,DOWN,-1.08409167
dlg4,DOWN,-1.08343992
luc7l,DOWN,-1.083097106
mtss1,DOWN,-1.082206371
adsl,DOWN,-1.080961581
stoml2,DOWN,-1.079819919
trmt1,DOWN,-1.079809375
snapc2,DOWN,-1.078540201
syt11,DOWN,-1.077586073
dpp3,DOWN,-1.074755277
fus,DOWN,-1.074552461
lrrc49,DOWN,-1.07388969
tmem80,DOWN,-1.072291317
rasip1,DOWN,-1.069436206
pqlc1,DOWN,-1.068927341
epha4,DOWN,-1.066592536
lmna,DOWN,-1.066377767
taldo1,DOWN,-1.06485544
ppp2r2d,DOWN,-1.064822834
cdk5,DOWN,-1.063175077
trappc3,DOWN,-1.062932884
plxna3,DOWN,-1.062440102
satb1,DOWN,-1.062361944
rpa2,DOWN,-1.061920294
mrps30,DOWN,-1.060208993
psma2,DOWN,-1.059239013
prkag2,DOWN,-1.059040055
cdv3,DOWN,-1.058786303
psmb3,DOWN,-1.058360194
mxi1,DOWN,-1.057854422
h2afy,DOWN,-1.057533666
gtf2f1,DOWN,-1.057283921
txn2,DOWN,-1.05692932
pgd,DOWN,-1.055938966
tkt,DOWN,-1.0551568
ubl5,DOWN,-1.053779712
usp3,DOWN,-1.050350581
smarcd3,DOWN,-1.050066185
porcn,DOWN,-1.043271892
asrgl1,DOWN,-1.042898826
npdc1,DOWN,-1.04170542
snrpb,DOWN,-1.041381079
tfdp1,DOWN,-1.040387041
ppme1,DOWN,-1.040364779
ppm1g,DOWN,-1.037392189
mcm3,DOWN,-1.035599391
lztr1,DOWN,-1.033142604
ddah2,DOWN,-1.0331241
pex19,DOWN,-1.03045468
pqbp1,DOWN,-1.030445469
yars,DOWN,-1.027571691
atpif1,DOWN,-1.027479962
cox6b1,DOWN,-1.022688723
agpat5,DOWN,-1.021919882
vdac1,DOWN,-1.021911236
chmp2a,DOWN,-1.020787892
cops7b,DOWN,-1.020416773
fkbp3,DOWN,-1.018905965
phc1,DOWN,-1.017457959
thop1,DOWN,-1.017185141
sqstm1,DOWN,-1.016294171
clic4,DOWN,-1.016215215
rnf14,DOWN,-1.016102174
nfib,DOWN,-1.014611136
trap1,DOWN,-1.011282833
idh2,DOWN,-1.01032006
arl3,DOWN,-1.010222105
cnn3,DOWN,-1.00982044
blmh,DOWN,-1.009461129
bysl,DOWN,-1.008501907
hdac6,DOWN,-1.008127123
ttc19,DOWN,-1.007983678
sart3,DOWN,-1.00742699
rhoc,DOWN,-1.003763789
nedd8,DOWN,-1.003746919
dnaja2,DOWN,-1.002686417
slc26a6,DOWN,-1.002368085
taf10,DOWN,-1.001928403
sars,DOWN,-1.001804914
bcl2l13,DOWN,-1.001452767
rrn3,DOWN,-1.001437485
stard7,DOWN,-1.001209817
htra1,DOWN,-1.00088538
pgm1,DOWN,-0.99936653
dcakd,DOWN,-0.998333066
mea1,DOWN,-0.998151759
lsm1,DOWN,-0.998151425
lrp8,DOWN,-0.998065857
rufy2,DOWN,-0.998041032
egln2,DOWN,-0.997554282
akap12,DOWN,-0.995932588
mfge8,DOWN,-0.99390388
cenpb,DOWN,-0.992411251
maff,DOWN,-0.992100947
hmgb2,DOWN,-0.990317975
hat1,DOWN,-0.990160295
colec12,DOWN,-0.989735003
phgdh,DOWN,-0.986290412
aebp1,DOWN,-0.982772469
gpr162,DOWN,-0.982138518
ptms,DOWN,-0.980191775
wdr13,DOWN,-0.977446266
prkcsh,DOWN,-0.977411141
med4,DOWN,-0.97663717
yaf2,DOWN,-0.974966428
pmvk,DOWN,-0.974849058
psmc5,DOWN,-0.974789765
wipi2,DOWN,-0.972823171
rpgr,DOWN,-0.971634145
pex5,DOWN,-0.97156567
atf5,DOWN,-0.971203783
hsf2,DOWN,-0.97101546
sub1,DOWN,-0.97065593
dynlrb1,DOWN,-0.969772007
bub3,DOWN,-0.968324369
nes,DOWN,-0.968182829
c1qtnf1,DOWN,-0.967197542
itsn1,DOWN,-0.966891797
srp14,DOWN,-0.966323938
ascc1,DOWN,-0.966230613
eif2b5,DOWN,-0.965417765
fgf13,DOWN,-0.963444305
prpf31,DOWN,-0.960645357
nudc,DOWN,-0.960626904
aspscr1,DOWN,-0.959893116
tpst1,DOWN,-0.95948725
rae1,DOWN,-0.959361543
cops6,DOWN,-0.958183805
pin1,DOWN,-0.958007652
mettl9,DOWN,-0.957805351
shfm1,DOWN,-0.95708701
nup50,DOWN,-0.954947352
cd200,DOWN,-0.954820441
ing1,DOWN,-0.954688053
mapk6,DOWN,-0.954499666
mtch2,DOWN,-0.952823053
xpnpep1,DOWN,-0.950626605
mapk1,DOWN,-0.949940005
stub1,DOWN,-0.949108922
pes1,DOWN,-0.947717173
sh3gl1,DOWN,-0.947704945
papss1,DOWN,-0.947695539
nedd4l,DOWN,-0.947482756
id1,DOWN,-0.94705856
rnf41,DOWN,-0.946366055
mrpl28,DOWN,-0.944746739
pus1,DOWN,-0.944730629
nudcd3,DOWN,-0.942918762
lcmt1,DOWN,-0.941980349
dnajc9,DOWN,-0.940193177
calu,DOWN,-0.939204816
drg2,DOWN,-0.939196321
atp5f1,DOWN,-0.937644641
hs2st1,DOWN,-0.937537525
prps1,DOWN,-0.934965171
ilkap,DOWN,-0.932633886
ap2m1,DOWN,-0.932499779
trim28,DOWN,-0.932042769
rbm14,DOWN,-0.931580706
zmiz2,DOWN,-0.930955175
tssc4,DOWN,-0.930184521
ap1s1,DOWN,-0.927381635
nans,DOWN,-0.927267014
dhcr24,DOWN,-0.927251585
tm9sf4,DOWN,-0.926423708
rpl14,DOWN,-0.924876592
psd,DOWN,-0.924519147
ei24,DOWN,-0.923869545
gnb2,DOWN,-0.92335912
c1qbp,DOWN,-0.922311595
gpc4,DOWN,-0.922161982
sumo3,DOWN,-0.921351994
actl6a,DOWN,-0.92066395
llgl1,DOWN,-0.918085309
mta2,DOWN,-0.916634936
golga7,DOWN,-0.913620379
ext2,DOWN,-0.913334441
arl2bp,DOWN,-0.91182411
grb10,DOWN,-0.909521411
ctnnbl1,DOWN,-0.90946458
eif4e2,DOWN,-0.908956603
dnajc8,DOWN,-0.908667935
eif1b,DOWN,-0.906702366
ssbp2,DOWN,-0.906461005
ppp3cb,DOWN,-0.906357972
eif2s1,DOWN,-0.90536792
arnt2,DOWN,-0.905007635
eif2b2,DOWN,-0.904085726
suv39h1,DOWN,-0.90377623
mapre1,DOWN,-0.90367107
tsta3,DOWN,-0.903588094
plxnd1,DOWN,-0.900286494
fen1,DOWN,-0.9001134
vamp2,DOWN,-0.89953686
rab1b,DOWN,-0.899061685
wipi1,DOWN,-0.899053575
fto,DOWN,-0.897658498
wrnip1,DOWN,-0.897182169
ube2d3,DOWN,-0.89659931
exosc9,DOWN,-0.895052087
mtch1,DOWN,-0.894657097
fzd3,DOWN,-0.893244411
fkbp4,DOWN,-0.892869529
csrp2,DOWN,-0.89226805
dnajb6,DOWN,-0.892241832
txnl1,DOWN,-0.890126501
slc25a3,DOWN,-0.889152065
tubgcp2,DOWN,-0.888180862
hmg20b,DOWN,-0.887222912
kifap3,DOWN,-0.886525717
rps14,DOWN,-0.885985441
ncdn,DOWN,-0.885699117
ndufs4,DOWN,-0.883209257
ndufb6,DOWN,-0.882348416
shmt2,DOWN,-0.882336954
atp6v1b2,DOWN,-0.882026965
nedd9,DOWN,-0.880711419
uqcrc1,DOWN,-0.879878801
apoe,DOWN,-0.87930311
tcf4,DOWN,-0.877196967
vdac3,DOWN,-0.875127661
dctn6,DOWN,-0.874052089
anxa1,DOWN,-0.873966827
slc25a23,DOWN,-0.873550386
ap2a2,DOWN,-0.873485111
rps6kb2,DOWN,-0.872538619
pofut2,DOWN,-0.87233002
44083,DOWN,-0.871784875
pitpna,DOWN,-0.870790986
fis1,DOWN,-0.869769673
adpgk,DOWN,-0.869726535
rab5c,DOWN,-0.869697604
src,DOWN,-0.869618004
unc45a,DOWN,-0.869574024
gabbr1,DOWN,-0.869072254
gipc1,DOWN,-0.86747678
aco1,DOWN,-0.866866252
ercc1,DOWN,-0.866737248
pfkl,DOWN,-0.866171873
necap1,DOWN,-0.864889142
rnmt,DOWN,-0.862721471
fhl1,DOWN,-0.86222252
tspan7,DOWN,-0.861262443
exosc4,DOWN,-0.860910706
actr10,DOWN,-0.860906809
pcbp1,DOWN,-0.859773835
paxip1,DOWN,-0.859760923
sf3b2,DOWN,-0.859158813
senp3,DOWN,-0.858097101
pfn2,DOWN,-0.854940674
atp6v1g1,DOWN,-0.854395482
ppap2b,DOWN,-0.853888602
smarcb1,DOWN,-0.85355271
coq6,DOWN,-0.853151871
sema3c,DOWN,-0.852558325
scarb1,DOWN,-0.852550188
dhps,DOWN,-0.852515283
bpgm,DOWN,-0.852183955
rnf34,DOWN,-0.851101487
crtap,DOWN,-0.850596
slc25a4,DOWN,-0.849528533
slc7a2,DOWN,-0.847048363
dpm2,DOWN,-0.847045458
pabpn1,DOWN,-0.846678278
pex16,DOWN,-0.845955935
cox4i1,DOWN,-0.843676568
lmnb2,DOWN,-0.843407153
mboat2,DOWN,-0.842350074
rars,DOWN,-0.842240503
psip1,DOWN,-0.842130855
bgn,DOWN,-0.84127191
eif2b1,DOWN,-0.839800617
ehmt2,DOWN,-0.834242875
akt1,DOWN,-0.833762589
prr3,DOWN,-0.832788396
bsn,DOWN,-0.831937605
dhx30,DOWN,-0.831686165
cpsf3l,DOWN,-0.831683419
bambi,DOWN,-0.830486393
col5a2,DOWN,-0.828619029
acvr1b,DOWN,-0.827790522
sh3glb2,DOWN,-0.825240627
flna,DOWN,-0.825194212
pwp1,DOWN,-0.823553568
icam2,DOWN,-0.82282409
aprt,DOWN,-0.822606037
ntan1,DOWN,-0.821131245
vps72,DOWN,-0.820958584
emp3,DOWN,-0.820764182
por,DOWN,-0.820114445
trim32,DOWN,-0.819927717
ndufv1,DOWN,-0.81961448
isca1,DOWN,-0.818520992
slc25a28,DOWN,-0.818040157
ahi1,DOWN,-0.816253379
pja1,DOWN,-0.815983028
paqr4,DOWN,-0.813842024
fkbp8,DOWN,-0.813049759
carm1,DOWN,-0.81302845
rbx1,DOWN,-0.812635373
wars,DOWN,-0.812393572
cfdp1,DOWN,-0.812128107
smc2,DOWN,-0.811578646
qtrt1,DOWN,-0.810616334
gtf2e2,DOWN,-0.808621244
sox9,DOWN,-0.807852818
ndel1,DOWN,-0.807740505
emg1,DOWN,-0.807569709
adss,DOWN,-0.807459906
arhgap1,DOWN,-0.805365493
tpd52l2,DOWN,-0.802036177
axl,DOWN,-0.800801485
bccip,DOWN,-0.800280192
