gene,direction,valence
Lifr,UP,2.3709881986543153
Birc3,UP,2.3709072688695096
Pmepa1,UP,2.370587740213324
D18Ertd653e,UP,2.368020949389438
Atp6v0a2,UP,2.3666123415004074
D14Ertd668e,UP,2.365063261592998
Creg1,UP,2.365026589021369
Ptpre,UP,2.363142816903809
Unc13d,UP,2.362711247410817
Tmem68,UP,2.362016949250776
Derl1,UP,2.361532930276143
Mettl7a1,UP,2.3609489211637396
Clk1,UP,2.3608589678827316
Fcrls,UP,2.3602663048250925
Slc16a7,UP,2.359666866784873
Lactb2,UP,2.3569017476651704
Gm5431,UP,2.356249498556593
Egr2,UP,2.354581145924239
H2-Q6,UP,2.35319295897265
Cflar,UP,2.352861595008549
Hmha1,UP,2.352076563266226
Fam134b,UP,2.3516106459671633
Endod1,UP,2.3497238351487164
Sh3tc1,UP,2.3492241021720837
Map2k1,UP,2.3457905881686147
Lgals9,UP,2.343685891813139
Trpm2,UP,2.342782580144919
Arrb2,UP,2.342651214213544
Tbx6,UP,2.3416265794132682
Dennd2c,UP,2.3412739017738513
Adamts16,UP,2.3408055376819403
Asb2,UP,2.3395660222874683
Hist1h1d,UP,2.339125593619213
Lamp2,UP,2.3346093335800417
Zfp759,UP,2.3336192830732725
Chst8,UP,2.3329981485997897
Fam46a,UP,2.331681974074879
Ccdc36,UP,2.330632077433088
Gm14047,UP,2.3304238446961683
Ccr2,UP,2.329610702482474
Nipal2,UP,2.3280685642542656
Gm14420,UP,2.326937460844625
Plscr2,UP,2.3241786432091667
Ppp1r3d,UP,2.323824925320552
Rilpl1,UP,2.32062934489997
Ctso,UP,2.320332413407354
Nipa2,UP,2.318013936124936
Prpsap2,UP,2.3179057722744307
Il6ra,UP,2.3143103354157324
1700025N23Rik,UP,2.3125767528867285
Tmem100,UP,2.3093297709947724
Sipa1,UP,2.306013688929639
Rab32,UP,2.301753564337485
Nr3c1,UP,2.301400284597915
Fcer1g,UP,2.300960298983665
A430084P05Rik,UP,2.297292277917684
Synpo2,UP,2.2946328217505503
Nlrc5,UP,2.2945286444404998
Gm4944,UP,2.2938072332522794
Dok3,UP,2.291648811774481
Lyn,UP,2.2912785325853298
