gene,direction,valence
Gcnt2,UP,2.398115706016871
Il1r1,UP,2.3980059322006944
Bin1,UP,2.3944222685107515
Ebf3,UP,2.3933673474845962
Lcp2,UP,2.391616559319446
Gpr157,UP,2.3893596176360785
Ucp2,UP,2.3889355284112193
Slc19a3,UP,2.385697671930996
Ppp1r3d,UP,2.3847321592029496
Neurl3,UP,2.3841651194281708
Zfp36l1,UP,2.378936542457127
Lyn,UP,2.3773859920467295
Rnf144b,UP,2.3772497230604563
Tapbpl,UP,2.3758204552890896
Ptpre,UP,2.3739276537187726
Cd59a,UP,2.373200762246946
Cd9,UP,2.372898703404594
Prkcd,UP,2.3710841312781397
Fam46a,UP,2.3689470137406037
1700017B05Rik,UP,2.367124844856442
Fam134b,UP,2.362104837721344
Layn,UP,2.3607969036816403
Dennd2c,UP,2.3585292267916804
Slc36a1,UP,2.357293039440121
Clec2d,UP,2.351273603594936
Nr3c1,UP,2.347215834778981
Slc25a45,UP,2.346998744934097
Cyp4f13,UP,2.3444690591354456
LOC100503496,UP,2.33564741068208
Skil,UP,2.334150239635809
Sp110,UP,2.3329157912552807
2010106G01Rik,UP,2.3326130193954073
Ms4a6b,UP,2.329171373769327
E330016A19Rik,UP,2.325899281063696
Spg20,UP,2.32532601322174
Atp8a1,UP,2.324979131087215
Atp8b1,UP,2.3227858952348903
Dock4,UP,2.3215840608219525
Fcrls,UP,2.3178453186457397
Slc38a9,UP,2.3175397372707267
As3mt,UP,2.3164415493609436
B4galt4,UP,2.3143769067744073
Gm4944,UP,2.3143454069085183
Pfkfb4,UP,2.3131572890913548
Elovl7,UP,2.311887491694345
8430406I07Rik,UP,2.3020799648825045
Rapgef5,UP,2.3016738236121723
Prune2,UP,2.301645550279677
Rp2h,UP,2.29981659181304
Tpst2,UP,2.2985989202164343
Ntpcr,UP,2.298483355920987
Nlrp3,UP,2.2978484288001146
C1qb,UP,2.2966097879508984
Hcls1,UP,2.2964828580775465
Pik3cb,UP,2.291527470240496
Sipa1,UP,2.288967667692916
Atp8a2,UP,2.2886762073839835
Rreb1,UP,2.2883429641975708
Dok1,UP,2.288072328616542
Btg1,UP,2.2864928117696444
Il6ra,UP,2.278425800453873
Nupr1,UP,2.278231797462798
Srpk3,UP,2.2772826676126448
Smpdl3b,UP,2.2772577272797894
Tlr2,UP,2.2764618362406766
Chd9,UP,2.275709034499814
Ahcyl2,UP,2.2752460399235424
Tgfbr2,UP,2.27154290893174
Dnajb9,UP,2.2707549610148514
Srgap2,UP,2.2694030101653184
