,Upregulated,Downregulated
1851,Parp8,2700081O15Rik
1852,Rsbn1l,Tspan9
1853,Rock1,Ttyh3
1854,Rock2,Epm2aip1
1855,Psap,Myh10
1856,Trim30a,Mzt1
1857,Ripk1,Hectd3
1858,Polr1a,Anapc2
1859,Rps6ka1,Ckap4
1860,Rgs2,Aldh4a1
1861,Rgl2,Wdr18
1862,Ptpn1,Ccdc38
1863,Slc50a1,Coro2b
1864,Lgals3bp,Fras1
1865,Ccl6,Sestd1
1866,Srgn,Ddb1
1867,Prkdc,Slc3a2
1868,Nptn,Ppp2r3a
1869,Eif2ak2,Sh3bp5l
1870,Pros1,Lmo4
1871,Lgmn,Galnt6
1872,Sat1,Ilk
1873,Prodh,Cdkn1c
1874,Scd1,Fam168b
1875,Lrp6,Tmem9
1876,Rfc1,2410089E03Rik
1877,Pten,Mdm1
1878,Ptgs1,Spast
1879,Rbl2,Rab11fip3
1880,Rlim,Nsmce4a
1881,Map2k1,Phyhipl
1882,Dnajc3,Pcx
1883,Klk8,Aen
1884,Rbl1,Fam84b
1885,Ptpre,Trim32
1886,Rad50,Fbxo44
1887,Rasa3,Mtx1
1888,Rb1,Kdm4a
1889,Ptpn18,Gucy1b3
1890,Ptprj,Smarcb1
1891,Ranbp2,Dtnb
1892,Ptprm,Myef2
1893,Rad51l3,Rab34
1894,Abcd3,Guk1
1895,Rab20,Llgl1
1896,Selplg,Tnfaip1
1897,Zfp143,Eif4a1
1898,Ss18,Rpl19
1899,Stat6,Cox7a2l
1900,Stk10,Ppm1b
1901,Serpine2,H2afy
1902,P4ha1,Pdgfrb
1903,Serpinb9,Dpy30
1904,P2rx7,Mrps10
1905,P2rx4,N6amt1
1906,Nsmaf,Smtn
1907,Nfkbia,Nap1l1
1908,Nfe2l2,Emp3
1909,Nfatc3,H13
1910,Stx4a,Zfand2b
1911,Syngr1,Hopx
1912,Syngr2,Dnajb2
1913,St3gal2,Dem1
1914,Lilrb3,Gnb1
1915,Prkca,Ralgps2
1916,Prkcd,Kctd10
1917,Vps4b,Pvrl2
1918,Sla,Prpf31
1919,Slc12a2,Heph
1920,Sepp1,Csnk1g2
1921,Plod1,Ephb4
1922,Sh3bp1,Prrc2b
1923,Papola,Nadk
1924,Slc16a1,Rbm18
1925,Pdgfb,Dom3z
1926,Pde3b,Spsb3
1927,Snta1,Orc6
1928,Soat1,Polr3d
1929,Sparc,Smad5
1930,Pikfyve,Tbc1d24
1931,Pik3c2a,1110021J02Rik
1932,Abcb1a,Telo2
1933,Abcb1b,Map3k12
1934,Slc4a1ap,Rab6a
1935,Hltf,Satb1
1936,Ppp1r15a,Klhdc3
1937,Mut,Bri3
1938,Myo7a,Rpap1
1939,Sucla2,Naaa
1940,Stxbp3a,Nosip
1941,Tal1,Rab11fip2
1942,Tbxas1,Atp13a2
1943,Mrc2,Efemp2
1944,Tap2,Ildr2
1945,Nmt1,Pqlc1
1946,Nnt,Cuedc2
1947,Ncf4,Mmp19
1948,Ncoa3,Nagk
1949,Stat5b,Lsr
1950,Nfkb1,Mcrs1
1951,Nfkbie,Tcf3
1952,Sptlc2,Tsen34
1953,Tnfrsf17,Rnf41
1954,Tnfrsf1a,Nrf1
1955,Tnfrsf1b,Trim13
1956,Marcks,Romo1
1957,Tnfsf12,Fis1
1958,Lyl1,Lsm10
1959,Tlr6,Hmg20b
1960,Tbpl1,Cdc42ep4
1961,Tln1,Get4
1962,Atp6v0a2,Pgap1
1963,Cd180,Susd1
1964,Ltc4s,Zbtb5
1965,Hsp90b1,Med16
1966,Nr2c1,Lix1l
1967,Top3b,Tnik
1968,Blnk,Minos1
1969,Timp2,Eml2
1970,Abcc1,Phax
1971,Map3k5,Lrrc51
1972,Mertk,Pcyt1a
1973,Mdm4,Haus8
1974,Mgp,Eme2
1975,Mcl1,Plec
1976,Nr1d2,Pgam5
1977,Tgfb1,Senp3
1978,Lypla1,Exosc8
1979,Serpinf1,1810006K21Rik
1980,Prkcq,Sema4a
1981,Pla2g4a,Pfkm
1982,Ccl3,Rpl30
1983,Serpine1,Hectd2
1984,Ccl2,Rangap1
1985,Plau,Slc11a2
1986,Pld1,Homer3
1987,Pld2,Fam49a
1988,Ccl12,Serbp1
1989,Prkcb,Arhgef7
1990,Phka1,9-Sep
1991,Pigf,Stxbp1
1992,Sgk1,Brd3
1993,Pip4k2a,Slc16a10
1994,Pip5k1b,4930506M07Rik
1995,Sfpi1,Stox2
1996,Dhrs3,Smarcc2
1997,Ppt1,Pdlim7
1998,Ctsa,Ctdsp2
1999,Uimc1,Amn1
2000,Pmp22,Sin3b
2001,Scn1b,Nfib
2002,Ppfibp2,Mocs2
2003,Pfkfb2,Pde7a
2004,Smarca2,Tnpo2
2005,Zfml,Ubl7
2006,Npc1,Nfia
2007,Skil,Nab2
2008,Padi2,Fyn
2009,St6galnac4,Jmjd7
2010,Pctp,Fnbp1l
2011,Slc7a7,Scfd2
2012,Slc22a5,Nedd4l
2013,Pcolce,Suds3
2014,Slc16a7,Dazap1
2015,Cdc42,Ncaph2
2016,Cd83,Tssc4
2017,Cd80,Nxt1
2018,H2-T9,Anxa6
2019,H2-T23,Akt2
2020,H2-T22,Tnk2
2021,Cd14,Cbx5
2022,H2-Ob,Kif1a
2023,Cd68,Snx12
2024,H2-DMb1,Abhd14a
2025,H2-DMa,Hmbs
2026,Cd2ap,Acp1
2027,Entpd1,Ngfrap1
2028,H2-Eb1,Fiz1
2029,H2-D1,Cnbp
2030,H2-Aa,Gas7
2031,Ccr5,Kif21a
2032,Ccr2,Dtymk
2033,Cebpb,Dgcr2
2034,Emb,Eftud2
2035,Cnr2,Apold1
2036,Cebpg,Col18a1
2037,Cfh,D0H4S114
2038,Coro1a,Hnrnpm
2039,Tpp1,Dlg4
2040,Hspa1a,Gprc5c
2041,Atp1b1,Sco2
2042,Hspa1b,Stau2
2043,Hspd1,Atg16l2
2044,Atp10a,Caprin1
2045,B2m,Cyth2
2046,Bcl6,Atp5c1
2047,Bcl7b,Cyth1
2048,Hexb,Nedd9
2049,Casp1,Gpatch4
2050,Hexa,Rbfox2
2051,Herc2,Dnpep
2052,Casp8,Fkbp8
2053,Cast,Serpinh1
2054,Rb1cc1,Pigx
2055,Ccng1,Crem
2056,Hfe,AK010878
2057,Cask,Moap1
2058,C1qb,Slc6a8
2059,C3ar1,Fam188b
2060,Dok1,Ctnnbip1
2061,Dnase2a,Raly
2062,Eya4,Nr4a2
2063,Fes,Dnlz
2064,Fcer1g,Atat1
2065,Dbt,Cfb
2066,Fcgr3,Arpp19
2067,Fcgr1,Vipar
2068,Ddx3x,Ndrg2
2069,Edn1,Bace1
2070,Egr2,Yeats2
2071,Eif2ak3,Hexdc
2072,Epha2,Zfp444
2073,Emr1,R3hcc1
2074,S1pr4,BC052040
2075,Samd9l,Use1
2076,E2f3,Zfp212
2077,Ggps1,Slc25a44
2078,Gem,Ralgds
2079,Creb1,Plcb1
2080,Ggta1,Stk40
2081,Tsc22d3,Hras1
2082,Gbp2,Hdac6
2083,Gna15,Arf1
2084,Cops2,Zfp207
2085,Gm2a,Drosha
2086,Gclc,Dnajb6
2087,Cpt2,Inpp5a
2088,Il4i1,Eif2b4
2089,Fkbp7,Tpst1
2090,Fkbp5,Eif2d
2091,Cx3cr1,Ldha
2092,Cst3,Bscl2
2093,Ctsc,BC024659
2094,Ctsd,Lsp1
2095,Fos,Uba1
2096,Hsp90aa1,Ssrp1
2097,Tuba4a,P4ha2
2098,M6pr,Cdv3
2099,Lyst,Megf11
2100,Ly86,Kars
2101,Ly6a,Zkscan17
2102,Man1a2,Rpl35a
2103,Tgoln2,Slc39a8
2104,Man2b1,Ost4
2105,Matk,Dap3
2106,Ttf1,Txnrd3
2107,Tgoln1,Cd99l2
2108,Ubr1,Lig1
2109,Lcp2,Rpl34-ps1
2110,Was,Tmem164
2111,Psmb8,Daxx
2112,Lipe,Dnmt1
2113,Kdm6a,Ei24
2114,Tnfsf10,Slc19a1
2115,Ncf2,Dcaf11
2116,Tgm2,Vdac3
2117,Tgif1,Maged2
2118,Tgfbr2,Ascc1
2119,Ncf1,Sncaip
2120,Tgfbr1,Gpsm1
2121,Nck1,Reep2
2122,Tgfb2,2410017P09Rik
2123,Naip6,AI607873
2124,Naip5,Scarb1
2125,Thbd,Jmjd4
2126,Thrsp,Jkamp
2127,Myd88,2410004P03Rik
2128,Tep1,Spp1
2129,Terf1,C1qtnf1
2130,Tjp1,Armcx4
2131,Top3a,Dbf4
2132,Mllt10,Dapk3
2133,Tpp2,Dact1
2134,Mid1,2310016C08Rik
2135,Tpst2,Dctn2
2136,Cited2,Axl
2137,Msn,Lancl1
2138,Mpeg1,Cldn12
2139,Tnfrsf11a,Lins
2140,Invs,Lysmd4
2141,Alox5ap,Lsm6
2142,Il6st,Ddah2
2143,Amd1,2610002J02Rik
2144,Il6ra,Clec4n
2145,Ampd3,Aamp
2146,Bin1,Abcf2
2147,Ankfy1,Carkd
2148,Il1a,Dlc1
2149,Jun,Rcc1
2150,Adora3,Abi2
2151,Parp2,Dctn1
2152,Agtrap,Ctbp1
2153,Itpr2,Bcar1
2154,Cd47,Postn
2155,Il16,AB124611
2156,Arhgap5,Arhgap32
2157,Arsb,Phc2
2158,Ikbkb,Nploc4
2159,Aox1,Yipf2
2160,Il18bp,Ap1s1
2161,Ap1g1,Aplp1
2162,Ap3b1,Ap2a2
2163,Ifngr1,Ap1m1
2164,Ifnar2,Prdx6
2165,Ier5,Slc25a4
2166,Xiap,Aqp1
2167,Ids,Arnt2
2168,Rnf103,Rhoc
2169,Adcy9,Arf5
2170,Zfand5,Arf4
2171,Zfp37,Arf3
2172,Mafb,Arf2
2173,Zbtb7b,Rplp0
2174,Large,Adh5
2175,Laptm5,Plin2
2176,Lamp2,Acvr1b
2177,Abcg1,Adss
2178,Adam17,Adssl1
2179,Adamts1,Anxa2
2180,Abcb7,Ddr1
2181,Klf4,C1qbp
2182,Uhmk1,Bsn
2183,Kif13a,Bpgm
2184,Slc26a2,Calm3
2185,Plod3,Cav1
2186,Orc4,Casp7
2187,Dok3,Casp2
2188,Tceb3,Caml
2189,Map3k3,Calu
2190,Hhex,Slc7a1
2191,Map3k2,Bak1
2192,Nbn,Bad
2193,X99384,Atpif1
2194,Reep5,Bcl6b
2195,Mr1,Atp6v1b2
2196,Txnrd2,Atp5k
2197,H2-Oa,Atp5a1
2198,H2-T24,Bax
2199,Egr1,Bgn
2200,Elf1,Phb2
2201,Hcls1,Aco1
2202,Azi2,Abhd4
2203,Ebp,Myst4
2204,Abcd2,Parp6
2205,Hpgd,U2af2
2206,Spry1,Gsn
2207,Slc35a1,Itfg3
2208,Sgcb,Actr3
2209,Plk3,Gramd4
2210,Ubl3,Psat1
2211,Tlr2,Zfp383
2212,Rngtt,Rbmxl1
2213,Hk2,Cct3
2214,Ctsh,Ccdc85b
2215,Hspe1,Sfxn3
2216,H2-M3,Rbm10
2217,Nagpa,Ift122
2218,Yme1l1,Rhbdf2
2219,Ddit3,Gtf2e2
2220,Ddx5,Atp2b4
2221,Hlx,Zfp821
2222,Dnajb9,Spag7
2223,Xrn1,Rbmx
2224,Abcg2,Fbxw2
2225,Abcc5,Tomm6
2226,Mkln1,Grinl1a
2227,Naglu,Ctnnb1
2228,Dapp1,Akt1
2229,Pign,Dcaf4
2230,Fgl2,Maf1
2231,Slc11a1,Puf60
2232,Cr1l,Znf512b
2233,Elk3,Tsr2
2234,Kitl,Myo1h
2235,Gdi2,Spats2l
2236,Fech,Tmem29
2237,Pnp,Ano8
2238,Btk,Rnf14
2239,Cd84,A730011L01Rik
2240,Ptpn6,Armcx2
2241,Hsph1,Hnrnpf
2242,Hspa1l,Arhgef25
2243,Hprt,Rai14
2244,Fosb,Kif20a
2245,Lifr,Rad52
2246,Fzd4,Armcx1
2247,Psmb9,Trmt112
2248,Loxl3,Slc25a14
2249,Fzd7,Eif5a
2250,Fli1,Slc39a11
2251,Sypl,Hmga1-rs1
2252,Pdia3,Vmac
2253,Serinc3,G2e3
2254,Evi5,Heatr7b1
2255,Etv6,6-Sep
2256,Sp1,Aldoa
2257,Sp100,Zfp516
2258,Cul1,Otub2
2259,Irf4,Taf6l
2260,Thumpd3,Naa10
2261,Cep110,Gpm6b
2262,Nr3c1,1810020D17Rik
2263,Stx2,Gps1
2264,Grn,Whsc1
2265,Aifm1,0610010K14Rik
2266,Anxa3,Slc25a22
2267,Ptger1,Slc25a13
2268,Dusp1,Spna2
2269,Acsl1,Ube2i
2270,Psmb10,Mrpl15
2271,Fap,Ect2
2272,Glul,Pcdha4-g
2273,Irf5,Socs2
2274,Ezh1,Znrf1
2275,Gpr65,Gnl3l
2276,Sema4d,Tceal8
2277,Cmklr1,Zfp446
2278,F9,Prkag2
2279,Ccl4,Btf3
2280,F5,Tmem229b
2281,Bcap31,Mlf2
2282,Hspb1,Papd7
2283,Ulk2,Wwtr1
2284,Cebpa,Morf4l2
2285,Plcl2,Tmem93
2286,Cd9,Zfp574
2287,Ywhah,Plscr3
2288,Siae,Men1
2289,Clk4,Ttc23
2290,Impact,Dynll2
2291,Vipr1,Ube2m
2292,Bag3,Aimp2
2293,Gimap1,Traf7
2294,Map3k8,Rnh1
2295,Zfp106,Cuedc1
2296,Usp25,Ttc4
2297,Abca7,Dis3l2
2298,Cd48,Smarca4
2299,Socs3,Camk2b
2300,Cd53,Flrt3
2301,Lynx1,Wibg
2302,Dmtf1,Mthfd1l
2303,Klf3,Rnmt
2304,Kpna3,Bag1
2305,Creg1,Hnrnpc
2306,Itgb2,Mettl21d
2307,Clock,Fam195b
2308,Itgav,AU021092
2309,Itga6,Ttc7b
2310,Xlr,Cblb
2311,Xdh,Ccdc109a
2312,Klf6,Plekhg1
2313,Kpna4,Cln6
2314,Fmnl3,Usp30
2315,Itm2b,Ncbp1
2316,Fyb,C78339
2317,Inpp5b,Tmem181a
2318,Ggt5,BC023829
2319,Lag3,Gas2l3
2320,Gpr34,Arhgef9
2321,Trpv2,Tmem231
2322,Zfp385a,Zfp568
2323,Fbxw4,Klhl21
2324,Klf2,Ralgapa2
2325,Ipp,Ccdc61
2326,Ercc5,5031439G07Rik
2327,Stt3a,Pdap1
2328,Utrn,Shb
2329,Zfp90,Ndufb6
2330,Tyrobp,Uap1l1
2331,Zfp36,Sdhaf1
2332,Sh2b3,Wdr61
2333,Xbp1,Sufu
2334,Zrsr1,Src
2335,Ccng2,Hmga1
2336,Usp12,Rfxank
2337,Pacsin2,Zfp667
2338,Il10ra,Ddx49
2339,Il10rb,Bod1
2340,Ldhb,Timm9
2341,Ifngr2,Qsox1
2342,Csf2rb2,Vegfa
2343,Irf8,Trp53i11
2344,Idua,Tmem201
2345,Lrmp,Nr2c2ap
2346,Lrp5,AI846148
2347,Csf3r,Olfm4
2348,Irgm1,Ndufs5
2349,Csf2rb,Mcat
2350,Ifi47,Gsk3a
2351,Twf2,Fam82a2
2352,Zfp292,Gm166
2353,Slc33a1,Klhdc9
2354,Zfp148,Mrpl41
2355,Cd37,Man1b1
2356,Il1r1,Npnt
2357,Scarb2,Ensa
2358,Il1b,Magi1
2359,Kcnd1,Snx22
2360,Cpox,D4Ertd22e
2361,Slc30a4,Atad5
2362,Kcnj2,Zswim5
2363,Crat,Ccne2
2364,Il17ra,Tomm40l
2365,Il18,Ap2b1
2366,Ucp2,Xpo1
2367,Ikzf2,Rusc2
2368,Phyh,Txnl4a
2369,Mag,Glrx2
2370,Mal,Banf1
2371,Epm2a,Anapc11
2372,Usp2,Grk6
2373,Zfp69,Dnm3
2374,Kl,Elavl4
2375,Zfp53,Slc16a3
2376,Tnf,Gng2
2377,Arl1,Dhrs4
2378,Dhrs7,ORF19
2379,Gmpr,Btrc
2380,Lif,Brms1l
2381,Fnbp1,Tcf25
2382,Ski,Pdp1
2383,Maf,Zfp408
2384,Ralb,Alg10b
2385,Synj2,Atxn7l3b
2386,Wrn,Iqgap3
2387,Ank,Fubp3
2388,Atr,Pgap3
2389,Stk4,Ifitm6
2390,Zfp35,Acsl3
2391,Zfp14,Zmiz2
2392,Arnt,Rpl34
2393,Larp4,Phactr1
2394,Myc,Armcx6
2395,Chm,Zfp251
2396,Stk3,Tacc2
2397,Cp,Asap2
2398,Mycbp,Gm347
2399,Map3k1,BC088983
2400,Rbm15,Mcart1
2401,Cbl,Thoc6
2402,Ttc7,Mxi1
2403,Lrch4,11-Sep
2404,Mtrf1,Bud31
2405,Arhgef1,5730494M16Rik
2406,Alg1,Mpzl1
2407,Lrrc3,Limch1
2408,Irf2,Dab2ip
2409,Il15,Lmna
2410,Mgat5,Nat8l
2411,Atf7,BC056474
2412,Man1a,Tpm4
2413,Mtap7,Ttyh1
2414,Dnajc1,Git1
2415,Fas,Usp22
2416,Lactb,Crtc1
2417,Tlr1,Dnmt3b
2418,Zfp87,Epb4.1l1
2419,Camk1,Nup85
2420,Alox5,Masp2
2421,Cdyl,Zc4h2
2422,Ptpn2,Fam18a
2423,C2cd2,Ptprd
2424,Mthfs,Utp18
2425,Exoc6,Pfdn4
2426,Srpr,Neurl4
2427,Zbtb1,Ankrd28
2428,Tec,Snx32
2429,Snx2,Fbxo10
2430,Cnp,Taf9
2431,Rel,E130308A19Rik
2432,Spata1,Cxx1b
2433,Phf1,AI597468
2434,,AU022252
2435,,Zfp238
2436,,Adcy5
2437,,Ehmt1
2438,,Acd
2439,,Zfp266
2440,,Efr3b
2441,,Nfix
2442,,Mboat2
2443,,Slc35a4
2444,,St7
2445,,Snrpn
2446,,Enah
2447,,Pja1
2448,,Sdr39u1
2449,,Ccnd3
2450,,Dgcr14
2451,,Zfp664
2452,,Chmp6
2453,,2310030N02Rik
2454,,Tmem8b
2455,,Plekhg2
2456,,Prr5l
2457,,Dusp5
2458,,Slc9a5
2459,,Clasp1
2460,,1700009P17Rik
2461,,Pgd
2462,,Ppp1r12b
2463,,Tshz1
2464,,Lphn2
2465,,Map3k10
2466,,Taf2
2467,,Fat1
2468,,Dip2a
2469,,Bcr
2470,,Gtf2ird1
2471,,Fbln2
2472,,Kidins220
2473,,Cep164
2474,,Arhgap21
2475,,Cenpf
2476,,Nt5c3l
2477,,Add1
2478,,Pcbp2
2479,,Rbm8a
2480,,Pik3c2b
2481,,Bhlhb9
2482,,Taf4b
2483,,Dnahc9
2484,,Tomm5
2485,,Ilf3
2486,,Ryk
2487,,Hbs1l
2488,,Zscan21
2489,,Eml1
2490,,Neo1
2491,,Mast2
2492,,Cd63
2493,,Tacc3
2494,,Flot2
2495,,Capg
2496,,Blm
2497,,Txnrd1
2498,,Rabl3
2499,,Tmem183a
2500,,Golga7
2501,,Lepre1
2502,,Slc7a2
2503,,Gcdh
2504,,Agbl5
2505,,Nfyc
2506,,Hnrnpab
2507,,5133401N09Rik
2508,,Ap2a1
2509,,Fhl1
2510,,Hnrnpd
2511,,Raph1
2512,,Mfge8
2513,,Dph3
2514,,Rdbp
2515,,Pick1
2516,,Eif4e2
2517,,Ube2j2
2518,,Triobp
2519,,Morf4l1
2520,,Nelf
2521,,Slc22a15
2522,,Pigc
2523,,Ccdc23
2524,,Hnrnpa1
2525,,Asb1
2526,,Tmsb10
2527,,Il1rn
2528,,Pkd1l3
2529,,Nynrin
2530,,Strn4
2531,,Tmem120b
2532,,Rrn3
2533,,Gtf2a2
2534,,Dhps
2535,,Pnkd
2536,,Mlf1
2537,,Nrp2
2538,,Fam171a1
2539,,Zfp518b
2540,,Cwf19l1
2541,,Mki67
2542,,Lmtk2
2543,,Morn1
2544,,Zfp362
2545,,Phf21b
2546,,Irs2
2547,,2410131K14Rik
2548,,Fam65a
2549,,BC057079
2550,,9430016H08Rik
2551,,Exosc7
2552,,Lama5
2553,,Sap30l
2554,,B3galtl
2555,,Eml5
2556,,Cep76
2557,,Clta
2558,,Tmpo
2559,,Rnps1
2560,,Ash2l
2561,,Fgfr1
2562,,Prmt2
2563,,Nme2
2564,,Gnas
2565,,Hnrnph3
2566,,Tmem134
2567,,Srsf1
2568,,Znrf3
2569,,Ptpn23
2570,,1110014N23Rik
2571,,Coq10a
2572,,Adamts6
2573,,Ttc5
2574,,Lrp8
2575,,1500012F01Rik
2576,,Zc3h7b
2577,,Rit1
2578,,Rpl22
2579,,Rpl26
2580,,Rpl29
2581,,Polr1c
2582,,Polr1d
2583,,Polr2c
2584,,Rps15
2585,,Rps17
2586,,Rps4x
2587,,Rps5
2588,,Rcn1
2589,,Ptgfrn
2590,,Psmb1
2591,,Psme3
2592,,Psme1
2593,,Rfng
2594,,Psmb7
2595,,Psmb5
2596,,Rfx2
2597,,Rps8
2598,,Ppib
2599,,Prkar2b
2600,,Cxcl2
2601,,Sec23a
2602,,Rrm1
2603,,S100a10
2604,,S100a9
2605,,Sar1a
2606,,Procr
2607,,Prnp
2608,,Scd2
2609,,Ptpn12
2610,,Psmd4
2611,,Ptma
2612,,Psmc5
2613,,Psmc3
2614,,Psmc1
2615,,Psmb6
2616,,Pitpnm2
2617,,Twf1
2618,,Psmb4
2619,,Psma2
2620,,Prim1
2621,,Prim2
2622,,Prkcsh
2623,,Map2k3
2624,,Rgs16
2625,,Prox1
2626,,Rev3l
2627,,Dpf2
2628,,Ptn
2629,,Rbm4
2630,,Rad23b
2631,,Rad23a
2632,,Ptprs
2633,,Rbbp4
2634,,Rbbp7
2635,,Ptprk
2636,,Rab4a
2637,,Rad9
2638,,Pex5
2639,,Rab24
2640,,Cnot7
2641,,Srprb
2642,,Srp14
2643,,Srm
2644,,Sqle
2645,,Oaz2-ps
2646,,Ntan1
2647,,Rpsa
2648,,Prdx1
2649,,P4hb
2650,,Strbp
2651,,Sqstm1
2652,,Tbca
2653,,Nfyb
2654,,Tarbp2
2655,,Nid1
2656,,Tcea2
2657,,Taf6
2658,,Nsdhl
2659,,Nras
2660,,Cox4nb
2661,,Rrp1
2662,,Pkm2
2663,,St3gal4
2664,,Siah1a
2665,,Sepw1
2666,,Polb
2667,,4-Sep
2668,,Pa2g4
2669,,Pld3
2670,,Plaur
2671,,Shfm1
2672,,Snrpe
2673,,Smpd2
2674,,Sms
2675,,Snrpb
2676,,Snrpd1
2677,,Cdk16
2678,,Pcna
2679,,Sox4
2680,,Slc16a2
2681,,Piga
2682,,Slc1a5
2683,,Smarcc1
2684,,Pfn1
2685,,Pfdn2
2686,,Per2
2687,,Pea15a
2688,,Rnf4
2689,,Sdc3
2690,,Gadd45b
2691,,Sdc4
2692,,Suv39h1
2693,,Mrc1
2694,,Skp1a
2695,,Mnat1
2696,,Mdh2
2697,,Taldo1
2698,,Msh2
2699,,Mt2
2700,,Mtap1b
2701,,Mtf1
2702,,Mthfd2
2703,,Nme1
2704,,Nap1l4
2705,,Nipsnap1
2706,,Nmt2
2707,,Spin1
2708,,Serpinb6b
2709,,Strap
2710,,Bhlhe40
2711,,Stk16
2712,,Nedd8
2713,,Nid2
2714,,Nhp2l1
2715,,Srebf1
2716,,Mmp15
2717,,Mmp14
2718,,Smad4
2719,,Mapkapk2
2720,,Tle1
2721,,Trip6
2722,,Tfrc
2723,,Alad
2724,,Tpbg
2725,,Tmem165
2726,,Ppp1r13b
2727,,Top2a
2728,,Prdx2
2729,,Ubtf
2730,,Mest
2731,,Thoc4
2732,,Timm44
2733,,Timm17b
2734,,Trim28
2735,,Mcm3
2736,,Tie1
2737,,Tia1
2738,,Mcm2
2739,,Thbs1
2740,,Mcm4
2741,,Mcm5
2742,,Mcm6
2743,,Mcm7
2744,,Cirh1a
2745,,Sec22b
2746,,Plxna2
2747,,Pkia
2748,,Prkaca
2749,,Pgk1
2750,,Pik3r2
2751,,Pim1
2752,,Pip5k1a
2753,,Sema3f
2754,,Plxna1
2755,,Notch3
2756,,Rps6ka2
2757,,Ppm1a
2758,,Rps18
2759,,Rps24
2760,,Ppic
2761,,Plxna3
2762,,Ruvbl2
2763,,Sub1
2764,,Polr2j
2765,,Rpl9
2766,,Rpl7
2767,,Rpl6
2768,,Rpa2
2769,,Ppp3cb
2770,,Pola1
2771,,Pola2
2772,,Sars
2773,,Pold2
2774,,Khdrbs1
2775,,Por
2776,,S100a6
2777,,Pfkl
2778,,Nxn
2779,,Smn1
2780,,Nsg2
2781,,Oaz1
2782,,Slfn2
2783,,Npdc1
2784,,Sox9
2785,,Npm1
2786,,Sox7
2787,,Ctnnd2
2788,,Sod1
2789,,Pde6d
2790,,Cfp
2791,,Slc7a5
2792,,Slc2a3
2793,,Pafah1b2
2794,,Slc2a1
2795,,Pcmt1
2796,,Vps72
2797,,Cdh5
2798,,Cdk4
2799,,Gstz1
2800,,Cdk5r1
2801,,Gsto1
2802,,Cdkn1b
2803,,Gstm5
2804,,Ift81
2805,,Gstm1
2806,,Ccrn4l
2807,,Cct4
2808,,Cct6a
2809,,Cct8
2810,,Cd24a
2811,,H2-Ke2
2812,,Cd44
2813,,Cxcr4
2814,,Gpaa1
2815,,Col4a1
2816,,Cmas
2817,,S1pr2
2818,,Cish
2819,,Aes
2820,,Grb10
2821,,Gsr
2822,,Glb1
2823,,Bsg
2824,,Bub3
2825,,Atp5f1
2826,,Hsd17b7
2827,,Atp6v0c
2828,,Axin1
2829,,Bckdk
2830,,Hey1
2831,,Casp3
2832,,Hdac3
2833,,Ccna2
2834,,Ccnd2
2835,,Hmgb1
2836,,Calm1
2837,,Capn2
2838,,Capns1
2839,,Hivep2
2840,,H2afx
2841,,Hira
2842,,Col4a2
2843,,Dhfr
2844,,Ext2
2845,,Fdft1
2846,,Fgf13
2847,,Fem1b
2848,,Fem1a
2849,,Dag1
2850,,Eci1
2851,,Fcgrt
2852,,Ddt
2853,,Doc2a
2854,,Rhbdf1
2855,,Efnb2
2856,,Ext1
2857,,Eef1a1
2858,,Ehd1
2859,,Eif1a
2860,,Emp1
2861,,S1pr3
2862,,Dpm1
2863,,Dpm2
2864,,Khdrbs3
2865,,Gja1
2866,,Gdi1
2867,,Dpysl2
2868,,Cry2
2869,,Gnal
2870,,Gnai1
2871,,Coq7
2872,,Gna11
2873,,Cox4i1
2874,,Cplx2
2875,,Gart
2876,,Flna
2877,,Fkbp4
2878,,Ctgf
2879,,Cyp1b1
2880,,Fhit
2881,,Fmo1
2882,,Xrcc6
2883,,Cryz
2884,,Csnk2b
2885,,Fn1
2886,,Ftl1
2887,,Tubb2a
2888,,Mxd4
2889,,Maff
2890,,Tuba1c
2891,,Magoh
2892,,Mad1l1
2893,,Ube2e3
2894,,Ube2e1
2895,,Ube2l3
2896,,Cd93
2897,,Maz
2898,,Rpl13a
2899,,Matr3
2900,,Psmd3
2901,,Ttc3
2902,,Sumo1
2903,,Vcl
2904,,Usp10
2905,,Vamp2
2906,,Ezr
2907,,Lef1
2908,,Ldlr
2909,,Wee1
2910,,Lig3
2911,,Ulk1
2912,,Anxa1
2913,,Lmnb2
2914,,Lmnb1
2915,,Umps
2916,,Urod
2917,,Uros
2918,,Usf1
2919,,Tob1
2920,,Mea1
2921,,Myo5a
2922,,Tsc22d1
2923,,Tgfb1i1
2924,,Acat2
2925,,Nedd4
2926,,Ndufs6
2927,,Ndufs4
2928,,Ppp2r5d
2929,,Tex9
2930,,Tfdp1
2931,,Ndufa2
2932,,Top2b
2933,,Mmp24
2934,,Marcksl1
2935,,Mllt4
2936,,Tpi1
2937,,Traf4
2938,,Mgat3
2939,,Tkt
2940,,Sik1
2941,,Msh3
2942,,Mpg
2943,,Cd200
2944,,Psmd7
2945,,Pglyrp1
2946,,Zmat3
2947,,Irs1
2948,,Itga4
2949,,Anp32a
2950,,Anxa5
2951,,Itga5
2952,,Jub
2953,,Adsl
2954,,Aebp1
2955,,Eif6
2956,,Ahnak
2957,,Itsn1
2958,,Nr2f2
2959,,Hyal2
2960,,Cbr1
2961,,Aprt
2962,,Apoe
2963,,Ica1
2964,,Icam2
2965,,Id1
